"x1","x2","y","presentation_group","row_id","sampled_positive"
0,1,1,83,415,FALSE
0,1,1,84,416,FALSE
0,1,1,84,417,TRUE
0,0,0,84,418,FALSE
0,1,1,84,419,FALSE
0,0,0,84,420,FALSE
1,0,1,85,421,FALSE
0,1,1,85,422,FALSE
1,0,1,85,423,TRUE
1,1,0,85,424,FALSE
0,0,0,85,425,FALSE
1,0,0,86,426,FALSE
0,0,0,86,427,FALSE
0,0,0,86,428,FALSE
1,0,0,86,429,FALSE
0,1,1,86,430,TRUE
0,1,1,87,431,TRUE
1,0,1,87,432,FALSE
1,0,0,87,433,FALSE
0,1,1,87,434,FALSE
1,0,1,87,435,FALSE
1,0,1,88,436,FALSE
1,1,0,88,437,FALSE
0,1,1,88,438,TRUE
1,0,0,88,439,FALSE
0,1,1,88,440,FALSE
0,0,0,89,441,FALSE
1,0,0,89,442,FALSE
1,0,1,89,443,TRUE
0,1,1,89,444,FALSE
1,0,1,89,445,FALSE
0,1,1,90,446,TRUE
1,0,1,90,447,FALSE
1,0,0,90,448,FALSE
0,0,0,90,449,FALSE
1,0,1,90,450,FALSE
0,1,1,91,451,FALSE
0,0,0,91,452,FALSE
0,1,1,91,453,TRUE
0,0,0,91,454,FALSE
0,0,0,91,455,FALSE
0,1,1,92,456,TRUE
1,0,1,92,457,FALSE
0,0,0,92,458,FALSE
0,0,0,92,459,FALSE
0,0,0,92,460,FALSE
1,0,0,93,461,FALSE
0,1,1,93,462,TRUE
0,0,0,93,463,FALSE
1,1,0,93,464,FALSE
0,0,0,93,465,FALSE
0,0,0,94,466,FALSE
1,0,1,94,467,TRUE
0,0,0,94,468,FALSE
1,1,0,94,469,FALSE
0,0,0,94,470,FALSE
0,0,0,95,471,FALSE
0,0,0,95,472,FALSE
1,0,1,95,473,TRUE
0,1,1,95,474,FALSE
1,0,0,95,475,FALSE
0,0,0,96,476,FALSE
1,0,1,96,477,FALSE
1,0,1,96,478,FALSE
1,0,1,96,479,TRUE
0,0,0,96,480,FALSE
1,0,1,97,481,FALSE
1,0,1,97,482,TRUE
0,1,1,97,483,FALSE
1,0,1,97,484,FALSE
0,1,1,97,485,FALSE
1,0,0,98,486,FALSE
1,0,0,98,487,FALSE
0,0,0,98,488,FALSE
1,0,1,98,489,TRUE
1,0,0,98,490,FALSE
1,1,0,99,491,FALSE
0,1,1,99,492,FALSE
0,1,1,99,493,TRUE
1,0,0,99,494,FALSE
0,0,0,99,495,FALSE
0,1,1,100,496,FALSE
1,0,1,100,497,FALSE
0,0,0,100,498,FALSE
0,1,1,100,499,TRUE
0,0,0,100,500,FALSE
0,1,1,101,501,TRUE
0,1,1,101,502,FALSE
0,1,1,101,503,FALSE
0,1,1,101,504,FALSE
0,0,0,101,505,FALSE
1,1,0,102,506,FALSE
0,0,0,102,507,FALSE
0,0,0,102,508,FALSE
0,1,1,102,509,TRUE
0,0,0,102,510,FALSE
0,1,1,103,511,FALSE
0,1,1,103,512,FALSE
0,1,1,103,513,FALSE
1,1,0,103,514,FALSE
1,0,1,103,515,TRUE
1,0,1,104,516,FALSE
1,0,1,104,517,FALSE
0,1,1,104,518,FALSE
0,1,1,104,519,TRUE
1,1,0,104,520,FALSE
1,1,0,105,521,FALSE
1,0,1,105,522,FALSE
1,1,0,105,523,FALSE
1,0,0,105,524,FALSE
1,0,1,105,525,TRUE
1,0,0,106,526,FALSE
1,0,1,106,527,TRUE
0,0,0,106,528,FALSE
1,1,0,106,529,FALSE
0,1,1,106,530,FALSE
0,1,1,107,531,FALSE
1,1,0,107,532,FALSE
0,0,0,107,533,FALSE
0,0,0,107,534,FALSE
1,0,1,107,535,TRUE
0,0,0,108,536,FALSE
0,1,1,108,537,TRUE
1,0,1,108,538,FALSE
1,0,1,108,539,FALSE
0,0,0,108,540,FALSE
1,0,1,109,541,TRUE
1,1,0,109,542,FALSE
0,0,0,109,543,FALSE
0,0,0,109,544,FALSE
1,1,0,109,545,FALSE
1,1,0,110,546,FALSE
1,0,1,110,547,TRUE
1,0,0,110,548,FALSE
1,0,0,110,549,FALSE
0,1,1,110,550,FALSE
1,1,0,111,551,FALSE
1,0,1,111,552,TRUE
1,1,0,111,553,FALSE
1,1,0,111,554,FALSE
1,0,1,111,555,FALSE
1,0,1,112,556,TRUE
0,1,1,112,557,FALSE
0,1,1,112,558,FALSE
1,0,0,112,559,FALSE
0,0,0,112,560,FALSE
0,0,0,113,561,FALSE
1,1,0,113,562,FALSE
1,0,1,113,563,FALSE
0,1,1,113,564,TRUE
1,0,0,113,565,FALSE
0,1,1,114,566,TRUE
1,1,0,114,567,FALSE
1,0,0,114,568,FALSE
1,0,1,114,569,FALSE
1,1,0,114,570,FALSE
1,0,1,115,571,FALSE
0,1,1,115,572,FALSE
0,1,1,115,573,FALSE
0,1,1,115,574,FALSE
0,1,1,115,575,TRUE
1,0,1,116,576,FALSE
0,0,0,116,577,FALSE
0,1,1,116,578,TRUE
1,0,1,116,579,FALSE
0,1,1,116,580,FALSE
0,0,0,117,581,FALSE
1,0,0,117,582,FALSE
1,0,1,117,583,FALSE
1,0,0,117,584,FALSE
1,0,1,117,585,TRUE
0,1,1,118,586,TRUE
1,1,0,118,587,FALSE
0,0,0,118,588,FALSE
0,0,0,118,589,FALSE
0,1,1,118,590,FALSE
0,1,1,119,591,TRUE
0,1,1,119,592,FALSE
1,0,1,119,593,FALSE
1,0,1,119,594,FALSE
1,0,0,119,595,FALSE
1,0,0,120,596,FALSE
0,1,1,120,597,FALSE
0,0,0,120,598,FALSE
1,0,1,120,599,TRUE
0,0,0,120,600,FALSE
1,1,0,121,601,FALSE
0,1,1,121,602,FALSE
1,0,1,121,603,TRUE
0,1,1,121,604,FALSE
0,0,0,121,605,FALSE
1,0,0,122,606,FALSE
1,0,1,122,607,FALSE
1,1,0,122,608,FALSE
0,0,0,122,609,FALSE
0,1,1,122,610,TRUE
1,0,1,123,611,FALSE
0,0,0,123,612,FALSE
0,0,0,123,613,FALSE
0,1,1,123,614,TRUE
1,1,0,123,615,FALSE
0,0,0,124,616,FALSE
1,0,0,124,617,FALSE
0,1,1,124,618,TRUE
0,1,1,124,619,FALSE
1,0,0,124,620,FALSE
1,0,1,125,621,TRUE
0,0,0,125,622,FALSE
1,0,1,125,623,FALSE
0,1,1,125,624,FALSE
0,1,1,125,625,FALSE
0,1,1,126,626,FALSE
1,0,0,126,627,FALSE
1,0,1,126,628,FALSE
0,0,0,126,629,FALSE
0,1,1,126,630,TRUE
1,0,0,127,631,FALSE
1,0,1,127,632,TRUE
1,1,0,127,633,FALSE
0,0,0,127,634,FALSE
1,0,0,127,635,FALSE
1,0,0,128,636,FALSE
1,0,1,128,637,TRUE
0,0,0,128,638,FALSE
1,0,0,128,639,FALSE
0,0,0,128,640,FALSE
0,1,1,129,641,FALSE
0,0,0,129,642,FALSE
0,1,1,129,643,FALSE
0,0,0,129,644,FALSE
1,0,1,129,645,TRUE
1,0,1,130,646,FALSE
1,0,1,130,647,FALSE
1,0,1,130,648,TRUE
1,0,0,130,649,FALSE
1,0,0,130,650,FALSE
1,0,0,131,651,FALSE
0,0,0,131,652,FALSE
1,0,0,131,653,FALSE
0,1,1,131,654,FALSE
0,1,1,131,655,TRUE
0,1,1,132,656,TRUE
0,1,1,132,657,FALSE
0,1,1,132,658,FALSE
1,0,0,132,659,FALSE
0,0,0,132,660,FALSE
1,0,0,133,661,FALSE
0,0,0,133,662,FALSE
0,1,1,133,663,FALSE
1,0,1,133,664,TRUE
1,0,1,133,665,FALSE
0,1,1,134,666,FALSE
1,0,0,134,667,FALSE
1,0,1,134,668,FALSE
1,1,0,134,669,FALSE
1,0,1,134,670,TRUE
1,0,0,135,671,FALSE
1,0,1,135,672,TRUE
0,0,0,135,673,FALSE
1,0,0,135,674,FALSE
1,1,0,135,675,FALSE
1,0,1,136,676,FALSE
0,1,1,136,677,TRUE
1,0,0,136,678,FALSE
1,0,1,136,679,FALSE
0,0,0,136,680,FALSE
1,0,1,137,681,TRUE
0,0,0,137,682,FALSE
0,1,1,137,683,FALSE
0,0,0,137,684,FALSE
1,1,0,137,685,FALSE
1,0,1,138,686,FALSE
1,1,0,138,687,FALSE
1,0,0,138,688,FALSE
0,0,0,138,689,FALSE
0,1,1,138,690,TRUE
1,0,1,139,691,FALSE
1,0,1,139,692,FALSE
1,0,0,139,693,FALSE
0,1,1,139,694,TRUE
1,0,0,139,695,FALSE
1,0,1,140,696,FALSE
0,1,1,140,697,FALSE
0,0,0,140,698,FALSE
1,0,1,140,699,FALSE
1,0,1,140,700,TRUE
1,0,0,141,701,FALSE
0,0,0,141,702,FALSE
1,1,0,141,703,FALSE
0,0,0,141,704,FALSE
0,1,1,141,705,TRUE
1,0,0,142,706,FALSE
0,0,0,142,707,FALSE
0,0,0,142,708,FALSE
1,0,0,142,709,FALSE
0,0,0,142,710,FALSE
0,1,1,143,711,FALSE
1,0,0,143,712,FALSE
1,1,0,143,713,FALSE
0,1,1,143,714,TRUE
0,1,1,143,715,FALSE
0,0,0,144,716,FALSE
1,0,1,144,717,FALSE
1,0,1,144,718,TRUE
0,1,1,144,719,FALSE
1,0,1,144,720,FALSE
1,0,1,145,721,FALSE
1,1,0,145,722,FALSE
1,0,1,145,723,TRUE
0,0,0,145,724,FALSE
1,0,0,145,725,FALSE
1,1,0,146,726,FALSE
0,0,0,146,727,FALSE
0,1,1,146,728,FALSE
1,0,1,146,729,FALSE
0,1,1,146,730,TRUE
1,0,0,147,731,FALSE
1,0,1,147,732,FALSE
1,1,0,147,733,FALSE
0,1,1,147,734,TRUE
1,0,1,147,735,FALSE
1,1,0,148,736,FALSE
0,0,0,148,737,FALSE
1,0,1,148,738,FALSE
0,0,0,148,739,FALSE
1,0,1,148,740,TRUE
1,0,0,149,741,FALSE
0,1,1,149,742,TRUE
1,0,0,149,743,FALSE
1,0,0,149,744,FALSE
1,0,0,149,745,FALSE
1,0,1,150,746,FALSE
0,1,1,150,747,FALSE
1,0,0,150,748,FALSE
0,1,1,150,749,TRUE
1,0,0,150,750,FALSE
1,0,1,151,751,FALSE
1,0,1,151,752,FALSE
0,1,1,151,753,FALSE
0,1,1,151,754,TRUE
1,1,0,151,755,FALSE
0,1,1,152,756,TRUE
0,0,0,152,757,FALSE
1,0,1,152,758,FALSE
1,0,0,152,759,FALSE
0,0,0,152,760,FALSE
1,0,1,153,761,TRUE
0,1,1,153,762,FALSE
1,1,0,153,763,FALSE
1,0,1,153,764,FALSE
0,1,1,153,765,FALSE
1,0,1,154,766,FALSE
0,1,1,154,767,FALSE
1,0,1,154,768,TRUE
1,0,1,154,769,FALSE
0,1,1,154,770,FALSE
1,1,0,155,771,FALSE
0,0,0,155,772,FALSE
1,0,0,155,773,FALSE
1,0,0,155,774,FALSE
0,1,1,155,775,TRUE
1,0,0,156,776,FALSE
0,1,1,156,777,TRUE
0,0,0,156,778,FALSE
1,0,0,156,779,FALSE
1,0,0,156,780,FALSE
1,1,0,157,781,FALSE
0,0,0,157,782,FALSE
1,0,0,157,783,FALSE
1,0,0,157,784,FALSE
0,1,1,157,785,TRUE
1,0,1,158,786,FALSE
1,0,0,158,787,FALSE
1,0,1,158,788,TRUE
1,0,0,158,789,FALSE
1,0,1,158,790,FALSE
1,0,0,159,791,FALSE
1,0,1,159,792,FALSE
0,1,1,159,793,TRUE
1,0,1,159,794,FALSE
1,0,0,159,795,FALSE
0,1,1,160,796,FALSE
0,1,1,160,797,TRUE
0,1,1,160,798,FALSE
1,1,0,160,799,FALSE
0,1,1,160,800,FALSE
0,0,0,161,801,FALSE
1,0,1,161,802,TRUE
1,0,0,161,803,FALSE
0,0,0,161,804,FALSE
0,1,1,161,805,FALSE
1,0,1,162,806,FALSE
1,0,1,162,807,TRUE
0,0,0,162,808,FALSE
0,0,0,162,809,FALSE
1,0,1,162,810,FALSE
1,0,0,163,811,FALSE
0,1,1,163,812,FALSE
1,0,0,163,813,FALSE
0,0,0,163,814,FALSE
1,0,1,163,815,TRUE
1,0,0,164,816,FALSE
1,0,1,164,817,TRUE
0,0,0,164,818,FALSE
1,0,1,164,819,FALSE
1,0,0,164,820,FALSE
1,1,0,165,821,FALSE
0,1,1,165,822,TRUE
1,0,0,165,823,FALSE
1,1,0,165,824,FALSE
1,0,0,165,825,FALSE
0,0,0,166,826,FALSE
1,0,0,166,827,FALSE
0,1,1,166,828,FALSE
1,0,1,166,829,TRUE
0,0,0,166,830,FALSE
0,0,0,167,831,FALSE
1,0,0,167,832,FALSE
1,0,1,167,833,FALSE
1,0,1,167,834,TRUE
1,0,1,167,835,FALSE
1,0,0,168,836,FALSE
1,0,0,168,837,FALSE
1,0,1,168,838,TRUE
1,1,0,168,839,FALSE
1,0,0,168,840,FALSE
0,1,1,169,841,TRUE
0,0,0,169,842,FALSE
1,0,1,169,843,FALSE
1,0,1,169,844,FALSE
0,0,0,169,845,FALSE
0,1,1,170,846,FALSE
0,1,1,170,847,FALSE
1,0,1,170,848,TRUE
0,0,0,170,849,FALSE
1,0,0,170,850,FALSE
1,0,1,171,851,FALSE
0,1,1,171,852,TRUE
1,0,1,171,853,FALSE
0,0,0,171,854,FALSE
0,0,0,171,855,FALSE
1,0,1,172,856,TRUE
1,0,1,172,857,FALSE
1,1,0,172,858,FALSE
1,1,0,172,859,FALSE
0,0,0,172,860,FALSE
1,1,0,173,861,FALSE
0,0,0,173,862,FALSE
1,0,0,173,863,FALSE
0,0,0,173,864,FALSE
0,0,0,173,865,FALSE
1,0,0,174,866,FALSE
1,0,1,174,867,FALSE
1,0,1,174,868,FALSE
1,0,1,174,869,FALSE
0,1,1,174,870,TRUE
1,1,0,175,871,FALSE
0,0,0,175,872,FALSE
1,0,0,175,873,FALSE
1,1,0,175,874,FALSE
0,1,1,175,875,TRUE
1,1,0,176,876,FALSE
0,0,0,176,877,FALSE
0,1,1,176,878,TRUE
1,0,1,176,879,FALSE
1,0,1,176,880,FALSE
0,0,0,177,881,FALSE
0,0,0,177,882,FALSE
0,0,0,177,883,FALSE
0,0,0,177,884,FALSE
0,0,0,177,885,FALSE
1,0,0,178,886,FALSE
0,1,1,178,887,TRUE
0,0,0,178,888,FALSE
0,0,0,178,889,FALSE
0,0,0,178,890,FALSE
0,1,1,179,891,FALSE
1,0,1,179,892,TRUE
0,0,0,179,893,FALSE
0,0,0,179,894,FALSE
0,0,0,179,895,FALSE
0,1,1,180,896,FALSE
0,1,1,180,897,FALSE
0,0,0,180,898,FALSE
0,1,1,180,899,TRUE
0,1,1,180,900,FALSE
0,0,0,181,901,FALSE
1,0,0,181,902,FALSE
1,0,1,181,903,FALSE
0,0,0,181,904,FALSE
1,0,1,181,905,TRUE
0,0,0,182,906,FALSE
0,0,0,182,907,FALSE
1,0,0,182,908,FALSE
0,0,0,182,909,FALSE
0,1,1,182,910,TRUE
1,0,0,183,911,FALSE
0,1,1,183,912,TRUE
0,0,0,183,913,FALSE
0,0,0,183,914,FALSE
1,0,0,183,915,FALSE
0,0,0,184,916,FALSE
0,1,1,184,917,FALSE
0,1,1,184,918,FALSE
1,0,1,184,919,FALSE
0,1,1,184,920,TRUE
1,0,1,185,921,TRUE
0,0,0,185,922,FALSE
0,0,0,185,923,FALSE
0,1,1,185,924,FALSE
1,0,1,185,925,FALSE
0,0,0,186,926,FALSE
1,1,0,186,927,FALSE
1,0,1,186,928,TRUE
0,0,0,186,929,FALSE
