time_tick,x_durable_0,x_transient_0,y,curve_id
2024-03-10 12:30:50,0,0,8.0,curve_y
2024-03-10 12:30:51,0,0,0.0,curve_y
2024-03-10 12:30:52,0,0,0.0,curve_y
2024-03-10 12:30:53,0,0,0.0,curve_y
2024-03-10 12:30:54,0,0,0.0,curve_y
2024-03-10 12:30:55,0,0,0.0,curve_y
2024-03-10 12:30:56,0,0,0.0,curve_y
2024-03-10 12:30:57,0,0,0.0,curve_y
2024-03-10 12:30:58,0,0,7.0,curve_y
2024-03-10 12:30:59,0,0,20.0,curve_y
2024-03-10 12:31:00,0,0,28.0,curve_y
2024-03-10 12:31:01,0,0,32.0,curve_y
2024-03-10 12:31:02,1,0,59.0,curve_y
2024-03-10 12:31:03,0,0,83.0,curve_y
2024-03-10 12:31:04,0,0,112.0,curve_y
2024-03-10 12:31:05,0,0,124.0,curve_y
2024-03-10 12:31:06,0,0,149.0,curve_y
2024-03-10 12:31:07,0,0,166.0,curve_y
2024-03-10 12:31:08,0,0,174.0,curve_y
2024-03-10 12:31:09,0,0,188.0,curve_y
2024-03-10 12:31:10,0,0,194.0,curve_y
2024-03-10 12:31:11,0,0,205.0,curve_y
2024-03-10 12:31:12,0,-2,167.0,curve_y
2024-03-10 12:31:13,-1,1,234.0,curve_y
2024-03-10 12:31:14,0,0,190.0,curve_y
2024-03-10 12:31:15,0,0,176.0,curve_y
2024-03-10 12:31:16,0,0,161.0,curve_y
2024-03-10 12:31:17,0,0,145.0,curve_y
2024-03-10 12:31:18,0,0,119.0,curve_y
2024-03-10 12:31:19,0,0,94.0,curve_y
2024-03-10 12:31:20,0,0,67.0,curve_y
2024-03-10 12:31:21,0,0,50.0,curve_y
2024-03-10 12:31:22,0,0,27.0,curve_y
2024-03-10 12:31:23,0,0,5.0,curve_y
2024-03-10 12:31:24,0,0,0.0,curve_y
2024-03-10 12:31:25,0,0,0.0,curve_y
2024-03-10 12:31:26,0,0,0.0,curve_y
2024-03-10 12:31:27,0,0,0.0,curve_y
2024-03-10 12:31:28,0,0,4.0,curve_y
2024-03-10 12:31:29,0,0,11.0,curve_y
2024-03-10 12:31:30,0,0,18.0,curve_y
2024-03-10 12:31:31,0,0,33.0,curve_y
2024-03-10 12:31:32,0,0,49.0,curve_y
2024-03-10 12:31:33,0,0,55.0,curve_y
2024-03-10 12:31:34,0,0,68.0,curve_y
2024-03-10 12:31:35,0,-2,26.0,curve_y
2024-03-10 12:31:36,-1,0,89.0,curve_y
2024-03-10 12:31:37,0,-1,66.0,curve_y
2024-03-10 12:31:38,0,0,95.0,curve_y
2024-03-10 12:31:39,0,0,92.0,curve_y
2024-03-10 12:31:40,0,0,94.0,curve_y
2024-03-10 12:31:41,0,0,91.0,curve_y
2024-03-10 12:31:42,0,0,90.0,curve_y
2024-03-10 12:31:43,0,1,102.0,curve_y
2024-03-10 12:31:44,0,0,87.0,curve_y
2024-03-10 12:31:45,1,0,99.0,curve_y
2024-03-10 12:31:46,0,0,99.0,curve_y
2024-03-10 12:31:47,0,0,101.0,curve_y
2024-03-10 12:31:48,0,0,109.0,curve_y
2024-03-10 12:31:49,0,0,108.0,curve_y
2024-03-10 12:31:50,0,0,106.0,curve_y
2024-03-10 12:31:51,0,0,113.0,curve_y
2024-03-10 12:31:52,0,0,112.0,curve_y
2024-03-10 12:31:53,0,0,103.0,curve_y
2024-03-10 12:31:54,0,0,104.0,curve_y
2024-03-10 12:31:55,0,0,98.0,curve_y
2024-03-10 12:31:56,0,0,95.0,curve_y
2024-03-10 12:31:57,0,1,117.0,curve_y
2024-03-10 12:31:58,-1,0,64.0,curve_y
2024-03-10 12:31:59,0,0,42.0,curve_y
2024-03-10 12:32:00,0,0,21.0,curve_y
2024-03-10 12:32:01,0,0,-0.0,curve_y
2024-03-10 12:32:02,0,0,0.0,curve_y
2024-03-10 12:32:03,-1,0,0.0,curve_y
2024-03-10 12:32:04,0,0,0.0,curve_y
2024-03-10 12:32:05,0,0,0.0,curve_y
2024-03-10 12:32:06,0,0,4.0,curve_y
2024-03-10 12:32:07,0,0,12.0,curve_y
2024-03-10 12:32:08,0,0,13.0,curve_y
2024-03-10 12:32:09,0,0,29.0,curve_y
2024-03-10 12:32:10,0,0,44.0,curve_y
2024-03-10 12:32:11,0,0,54.0,curve_y
2024-03-10 12:32:12,0,0,70.0,curve_y
2024-03-10 12:32:13,-1,2,110.0,curve_y
2024-03-10 12:32:14,0,0,63.0,curve_y
2024-03-10 12:32:15,0,0,72.0,curve_y
2024-03-10 12:32:16,0,0,78.0,curve_y
2024-03-10 12:32:17,0,0,70.0,curve_y
2024-03-10 12:32:18,0,0,79.0,curve_y
2024-03-10 12:32:19,0,0,75.0,curve_y
2024-03-10 12:32:20,0,0,75.0,curve_y
2024-03-10 12:32:21,0,0,75.0,curve_y
2024-03-10 12:32:22,0,0,78.0,curve_y
2024-03-10 12:32:23,0,0,72.0,curve_y
2024-03-10 12:32:24,0,1,86.0,curve_y
2024-03-10 12:32:25,0,0,63.0,curve_y
2024-03-10 12:32:26,0,0,69.0,curve_y
2024-03-10 12:32:27,0,1,94.0,curve_y
2024-03-10 12:32:28,0,0,67.0,curve_y
2024-03-10 12:32:29,0,0,66.0,curve_y
2024-03-10 12:32:30,0,0,60.0,curve_y
2024-03-10 12:32:31,0,-1,46.0,curve_y
2024-03-10 12:32:32,0,0,65.0,curve_y
2024-03-10 12:32:33,0,0,60.0,curve_y
2024-03-10 12:32:34,0,0,55.0,curve_y
2024-03-10 12:32:35,0,0,59.0,curve_y
2024-03-10 12:32:36,0,0,57.0,curve_y
2024-03-10 12:32:37,0,0,54.0,curve_y
2024-03-10 12:32:38,0,0,52.0,curve_y
2024-03-10 12:32:39,0,1,80.0,curve_y
2024-03-10 12:32:40,0,0,52.0,curve_y
2024-03-10 12:32:41,0,0,57.0,curve_y
2024-03-10 12:32:42,0,0,59.0,curve_y
2024-03-10 12:32:43,0,0,52.0,curve_y
2024-03-10 12:32:44,0,0,55.0,curve_y
2024-03-10 12:32:45,0,0,59.0,curve_y
2024-03-10 12:32:46,0,-1,41.0,curve_y
2024-03-10 12:32:47,0,0,61.0,curve_y
2024-03-10 12:32:48,0,0,65.0,curve_y
2024-03-10 12:32:49,0,0,72.0,curve_y
2024-03-10 12:32:50,0,0,68.0,curve_y
2024-03-10 12:32:51,0,0,71.0,curve_y
2024-03-10 12:32:52,0,0,75.0,curve_y
2024-03-10 12:32:53,0,-2,18.0,curve_y
2024-03-10 12:32:54,0,0,76.0,curve_y
2024-03-10 12:32:55,0,0,74.0,curve_y
2024-03-10 12:32:56,0,0,82.0,curve_y
2024-03-10 12:32:57,0,0,80.0,curve_y
2024-03-10 12:32:58,0,0,91.0,curve_y
2024-03-10 12:32:59,0,0,80.0,curve_y
2024-03-10 12:33:00,0,0,79.0,curve_y
2024-03-10 12:33:01,0,-2,41.0,curve_y
2024-03-10 12:33:02,0,0,85.0,curve_y
2024-03-10 12:33:03,0,-1,65.0,curve_y
2024-03-10 12:33:04,0,0,72.0,curve_y
2024-03-10 12:33:05,0,-1,48.0,curve_y
2024-03-10 12:33:06,0,0,73.0,curve_y
2024-03-10 12:33:07,0,0,71.0,curve_y
2024-03-10 12:33:08,0,-1,51.0,curve_y
2024-03-10 12:33:09,0,0,62.0,curve_y
2024-03-10 12:33:10,0,0,62.0,curve_y
2024-03-10 12:33:11,0,0,62.0,curve_y
2024-03-10 12:33:12,0,0,57.0,curve_y
2024-03-10 12:33:13,0,0,56.0,curve_y
2024-03-10 12:33:14,0,0,56.0,curve_y
2024-03-10 12:33:15,0,0,58.0,curve_y
2024-03-10 12:33:16,0,0,54.0,curve_y
2024-03-10 12:33:17,-1,0,43.0,curve_y
2024-03-10 12:33:18,0,0,32.0,curve_y
2024-03-10 12:33:19,0,0,24.0,curve_y
2024-03-10 12:33:20,0,0,15.0,curve_y
2024-03-10 12:33:21,0,0,8.0,curve_y
2024-03-10 12:33:22,0,0,5.0,curve_y
2024-03-10 12:33:23,0,0,0.0,curve_y
2024-03-10 12:33:24,0,1,19.0,curve_y
2024-03-10 12:33:25,0,0,0.0,curve_y
2024-03-10 12:33:26,0,0,3.0,curve_y
2024-03-10 12:33:27,0,2,38.0,curve_y
2024-03-10 12:33:28,0,2,50.0,curve_y
2024-03-10 12:33:29,0,0,21.0,curve_y
2024-03-10 12:33:30,0,2,57.0,curve_y
2024-03-10 12:33:31,-1,1,50.0,curve_y
2024-03-10 12:33:32,0,0,29.0,curve_y
2024-03-10 12:33:33,0,0,26.0,curve_y
2024-03-10 12:33:34,0,0,38.0,curve_y
2024-03-10 12:33:35,0,0,39.0,curve_y
2024-03-10 12:33:36,0,0,42.0,curve_y
2024-03-10 12:33:37,0,-1,18.0,curve_y
2024-03-10 12:33:38,0,0,49.0,curve_y
2024-03-10 12:33:39,0,0,56.0,curve_y
2024-03-10 12:33:40,0,0,58.0,curve_y
2024-03-10 12:33:41,0,0,65.0,curve_y
2024-03-10 12:33:42,0,0,70.0,curve_y
2024-03-10 12:33:43,0,0,74.0,curve_y
2024-03-10 12:33:44,0,0,80.0,curve_y
2024-03-10 12:33:45,0,0,86.0,curve_y
2024-03-10 12:33:46,0,0,84.0,curve_y
2024-03-10 12:33:47,0,0,97.0,curve_y
2024-03-10 12:33:48,0,0,100.0,curve_y
2024-03-10 12:33:49,0,0,106.0,curve_y
2024-03-10 12:33:50,0,0,105.0,curve_y
2024-03-10 12:33:51,0,0,105.0,curve_y
2024-03-10 12:33:52,0,0,105.0,curve_y
2024-03-10 12:33:53,0,0,103.0,curve_y
2024-03-10 12:33:54,0,0,106.0,curve_y
2024-03-10 12:33:55,0,0,102.0,curve_y
2024-03-10 12:33:56,0,0,94.0,curve_y
2024-03-10 12:33:57,0,-2,59.0,curve_y
2024-03-10 12:33:58,0,0,85.0,curve_y
2024-03-10 12:33:59,0,0,77.0,curve_y
2024-03-10 12:34:00,0,0,75.0,curve_y
2024-03-10 12:34:01,0,0,66.0,curve_y
2024-03-10 12:34:02,0,0,53.0,curve_y
2024-03-10 12:34:03,0,2,88.0,curve_y
2024-03-10 12:34:04,0,-2,5.0,curve_y
2024-03-10 12:34:05,0,0,31.0,curve_y
2024-03-10 12:34:06,0,0,42.0,curve_y
2024-03-10 12:34:07,0,0,32.0,curve_y
2024-03-10 12:34:08,0,0,34.0,curve_y
2024-03-10 12:34:09,0,0,28.0,curve_y
2024-03-10 12:34:10,0,0,27.0,curve_y
2024-03-10 12:34:11,0,0,22.0,curve_y
2024-03-10 12:34:12,0,0,27.0,curve_y
2024-03-10 12:34:13,0,0,27.0,curve_y
2024-03-10 12:34:14,0,1,48.0,curve_y
2024-03-10 12:34:15,0,0,36.0,curve_y
2024-03-10 12:34:16,0,0,40.0,curve_y
2024-03-10 12:34:17,-1,0,48.0,curve_y
2024-03-10 12:34:18,0,0,54.0,curve_y
2024-03-10 12:34:19,0,0,58.0,curve_y
2024-03-10 12:34:20,0,0,59.0,curve_y
2024-03-10 12:34:21,0,0,66.0,curve_y
2024-03-10 12:34:22,0,0,75.0,curve_y
2024-03-10 12:34:23,0,0,75.0,curve_y
2024-03-10 12:34:24,0,0,82.0,curve_y
2024-03-10 12:34:25,0,0,86.0,curve_y
2024-03-10 12:34:26,0,0,93.0,curve_y
2024-03-10 12:34:27,0,0,101.0,curve_y
2024-03-10 12:34:28,0,0,95.0,curve_y
2024-03-10 12:34:29,0,0,107.0,curve_y
2024-03-10 12:34:30,0,0,106.0,curve_y
2024-03-10 12:34:31,0,0,103.0,curve_y
2024-03-10 12:34:32,0,0,107.0,curve_y
2024-03-10 12:34:33,0,0,106.0,curve_y
2024-03-10 12:34:34,0,-2,67.0,curve_y
2024-03-10 12:34:35,0,0,99.0,curve_y
2024-03-10 12:34:36,0,0,96.0,curve_y
2024-03-10 12:34:37,0,0,92.0,curve_y
2024-03-10 12:34:38,0,1,96.0,curve_y
2024-03-10 12:34:39,0,-1,66.0,curve_y
2024-03-10 12:34:40,0,0,69.0,curve_y
2024-03-10 12:34:41,0,0,69.0,curve_y
2024-03-10 12:34:42,0,0,55.0,curve_y
2024-03-10 12:34:43,0,0,53.0,curve_y
2024-03-10 12:34:44,0,-2,10.0,curve_y
2024-03-10 12:34:45,0,0,35.0,curve_y
2024-03-10 12:34:46,0,0,32.0,curve_y
2024-03-10 12:34:47,0,0,28.0,curve_y
2024-03-10 12:34:48,0,0,33.0,curve_y
2024-03-10 12:34:49,0,0,25.0,curve_y
2024-03-10 12:34:50,0,0,19.0,curve_y
2024-03-10 12:34:51,0,0,26.0,curve_y
2024-03-10 12:34:52,0,-1,19.0,curve_y
2024-03-10 12:34:53,0,0,27.0,curve_y
2024-03-10 12:34:54,0,0,24.0,curve_y
2024-03-10 12:34:55,0,0,33.0,curve_y
2024-03-10 12:34:56,0,0,35.0,curve_y
2024-03-10 12:34:57,0,0,49.0,curve_y
2024-03-10 12:34:58,0,0,53.0,curve_y
2024-03-10 12:34:59,0,0,59.0,curve_y
2024-03-10 12:35:00,0,0,73.0,curve_y
2024-03-10 12:35:01,0,0,74.0,curve_y
2024-03-10 12:35:02,0,0,82.0,curve_y
2024-03-10 12:35:03,0,0,85.0,curve_y
2024-03-10 12:35:04,0,1,112.0,curve_y
2024-03-10 12:35:05,0,0,100.0,curve_y
2024-03-10 12:35:06,0,0,103.0,curve_y
2024-03-10 12:35:07,0,0,104.0,curve_y
2024-03-10 12:35:08,0,0,106.0,curve_y
2024-03-10 12:35:09,0,0,108.0,curve_y
2024-03-10 12:35:10,0,0,103.0,curve_y
2024-03-10 12:35:11,0,0,112.0,curve_y
2024-03-10 12:35:12,0,0,112.0,curve_y
2024-03-10 12:35:13,0,0,105.0,curve_y
2024-03-10 12:35:14,0,0,93.0,curve_y
2024-03-10 12:35:15,0,0,91.0,curve_y
2024-03-10 12:35:16,0,0,84.0,curve_y
2024-03-10 12:35:17,0,0,87.0,curve_y
2024-03-10 12:35:18,0,0,77.0,curve_y
2024-03-10 12:35:19,0,0,73.0,curve_y
2024-03-10 12:35:20,0,0,62.0,curve_y
2024-03-10 12:35:21,0,0,56.0,curve_y
2024-03-10 12:35:22,0,0,49.0,curve_y
2024-03-10 12:35:23,0,0,44.0,curve_y
2024-03-10 12:35:24,0,0,36.0,curve_y
2024-03-10 12:35:25,0,0,39.0,curve_y
2024-03-10 12:35:26,0,0,29.0,curve_y
2024-03-10 12:35:27,0,0,34.0,curve_y
2024-03-10 12:35:28,0,0,31.0,curve_y
2024-03-10 12:35:29,0,0,28.0,curve_y
2024-03-10 12:35:30,0,0,29.0,curve_y
2024-03-10 12:35:31,0,1,59.0,curve_y
2024-03-10 12:35:32,0,0,33.0,curve_y
2024-03-10 12:35:33,0,0,35.0,curve_y
2024-03-10 12:35:34,0,0,40.0,curve_y
2024-03-10 12:35:35,0,0,48.0,curve_y
2024-03-10 12:35:36,0,-1,32.0,curve_y
2024-03-10 12:35:37,0,0,66.0,curve_y
2024-03-10 12:35:38,0,0,67.0,curve_y
2024-03-10 12:35:39,0,0,79.0,curve_y
2024-03-10 12:35:40,0,0,89.0,curve_y
2024-03-10 12:35:41,0,0,89.0,curve_y
2024-03-10 12:35:42,0,0,96.0,curve_y
2024-03-10 12:35:43,0,0,96.0,curve_y
2024-03-10 12:35:44,0,0,106.0,curve_y
2024-03-10 12:35:45,0,0,103.0,curve_y
2024-03-10 12:35:46,0,0,105.0,curve_y
2024-03-10 12:35:47,0,0,107.0,curve_y
2024-03-10 12:35:48,0,0,104.0,curve_y
2024-03-10 12:35:49,0,0,110.0,curve_y
2024-03-10 12:35:50,0,0,106.0,curve_y
2024-03-10 12:35:51,0,0,102.0,curve_y
2024-03-10 12:35:52,0,0,95.0,curve_y
2024-03-10 12:35:53,0,0,87.0,curve_y
2024-03-10 12:35:54,1,0,98.0,curve_y
2024-03-10 12:35:55,0,0,113.0,curve_y
2024-03-10 12:35:56,0,0,114.0,curve_y
2024-03-10 12:35:57,0,0,118.0,curve_y
2024-03-10 12:35:58,0,0,124.0,curve_y
2024-03-10 12:35:59,0,0,127.0,curve_y
2024-03-10 12:36:00,0,0,136.0,curve_y
2024-03-10 12:36:01,0,0,127.0,curve_y
2024-03-10 12:36:02,0,0,128.0,curve_y
2024-03-10 12:36:03,0,0,117.0,curve_y
2024-03-10 12:36:04,0,0,120.0,curve_y
2024-03-10 12:36:05,-1,0,104.0,curve_y
2024-03-10 12:36:06,0,0,81.0,curve_y
2024-03-10 12:36:07,0,0,65.0,curve_y
2024-03-10 12:36:08,0,0,42.0,curve_y
2024-03-10 12:36:09,0,0,28.0,curve_y
2024-03-10 12:36:10,0,0,14.0,curve_y
2024-03-10 12:36:11,0,1,8.0,curve_y
2024-03-10 12:36:12,0,0,0.0,curve_y
2024-03-10 12:36:13,0,1,13.0,curve_y
2024-03-10 12:36:14,0,-2,0.0,curve_y
2024-03-10 12:36:15,0,1,14.0,curve_y
2024-03-10 12:36:16,0,0,5.0,curve_y
2024-03-10 12:36:17,0,0,14.0,curve_y
2024-03-10 12:36:18,0,0,23.0,curve_y
2024-03-10 12:36:19,0,1,53.0,curve_y
2024-03-10 12:36:20,0,0,43.0,curve_y
2024-03-10 12:36:21,0,-1,37.0,curve_y
2024-03-10 12:36:22,0,0,74.0,curve_y
2024-03-10 12:36:23,0,0,84.0,curve_y
2024-03-10 12:36:24,0,0,97.0,curve_y
2024-03-10 12:36:25,0,0,109.0,curve_y
2024-03-10 12:36:26,0,0,116.0,curve_y
2024-03-10 12:36:27,0,-1,106.0,curve_y
2024-03-10 12:36:28,0,0,128.0,curve_y
2024-03-10 12:36:29,0,0,125.0,curve_y
2024-03-10 12:36:30,0,0,138.0,curve_y
2024-03-10 12:36:31,0,0,136.0,curve_y
2024-03-10 12:36:32,0,0,136.0,curve_y
2024-03-10 12:36:33,0,0,136.0,curve_y
2024-03-10 12:36:34,0,0,135.0,curve_y
2024-03-10 12:36:35,0,0,130.0,curve_y
2024-03-10 12:36:36,0,0,118.0,curve_y
2024-03-10 12:36:37,0,0,104.0,curve_y
2024-03-10 12:36:38,0,0,101.0,curve_y
2024-03-10 12:36:39,0,1,111.0,curve_y
2024-03-10 12:36:40,0,-1,62.0,curve_y
2024-03-10 12:36:41,0,0,58.0,curve_y
2024-03-10 12:36:42,0,2,72.0,curve_y
2024-03-10 12:36:43,0,0,36.0,curve_y
2024-03-10 12:36:44,0,0,30.0,curve_y
2024-03-10 12:36:45,0,0,21.0,curve_y
2024-03-10 12:36:46,0,0,12.0,curve_y
2024-03-10 12:36:47,0,0,6.0,curve_y
2024-03-10 12:36:48,0,0,0.0,curve_y
2024-03-10 12:36:49,0,0,0.0,curve_y
2024-03-10 12:36:50,0,0,0.0,curve_y
2024-03-10 12:36:51,0,0,0.0,curve_y
2024-03-10 12:36:52,0,0,0.0,curve_y
2024-03-10 12:36:53,0,0,0.0,curve_y
2024-03-10 12:36:54,0,0,7.0,curve_y
2024-03-10 12:36:55,0,0,13.0,curve_y
2024-03-10 12:36:56,0,0,21.0,curve_y
2024-03-10 12:36:57,0,-1,8.0,curve_y
2024-03-10 12:36:58,0,0,39.0,curve_y
2024-03-10 12:36:59,0,0,58.0,curve_y
2024-03-10 12:37:00,0,0,65.0,curve_y
2024-03-10 12:37:01,0,0,79.0,curve_y
2024-03-10 12:37:02,0,0,95.0,curve_y
2024-03-10 12:37:03,0,0,108.0,curve_y
2024-03-10 12:37:04,0,0,118.0,curve_y
2024-03-10 12:37:05,0,0,119.0,curve_y
2024-03-10 12:37:06,0,0,128.0,curve_y
2024-03-10 12:37:07,0,0,136.0,curve_y
2024-03-10 12:37:08,0,0,136.0,curve_y
2024-03-10 12:37:09,0,-1,118.0,curve_y
2024-03-10 12:37:10,0,-1,124.0,curve_y
2024-03-10 12:37:11,0,0,133.0,curve_y
2024-03-10 12:37:12,0,0,139.0,curve_y
2024-03-10 12:37:13,0,0,131.0,curve_y
2024-03-10 12:37:14,0,-2,85.0,curve_y
2024-03-10 12:37:15,1,0,126.0,curve_y
2024-03-10 12:37:16,0,0,123.0,curve_y
2024-03-10 12:37:17,0,0,123.0,curve_y
2024-03-10 12:37:18,0,0,113.0,curve_y
2024-03-10 12:37:19,0,0,112.0,curve_y
2024-03-10 12:37:20,0,0,98.0,curve_y
2024-03-10 12:37:21,0,1,131.0,curve_y
2024-03-10 12:37:22,0,0,85.0,curve_y
2024-03-10 12:37:23,0,-1,68.0,curve_y
2024-03-10 12:37:24,-1,0,63.0,curve_y
2024-03-10 12:37:25,0,0,42.0,curve_y
2024-03-10 12:37:26,0,-1,0.0,curve_y
2024-03-10 12:37:27,0,0,8.0,curve_y
2024-03-10 12:37:28,0,0,0.0,curve_y
2024-03-10 12:37:29,0,0,0.0,curve_y
2024-03-10 12:37:30,0,0,1.0,curve_y
2024-03-10 12:37:31,0,0,0.0,curve_y
2024-03-10 12:37:32,0,0,0.0,curve_y
2024-03-10 12:37:33,0,0,3.0,curve_y
2024-03-10 12:37:34,0,0,5.0,curve_y
2024-03-10 12:37:35,0,0,27.0,curve_y
2024-03-10 12:37:36,0,0,28.0,curve_y
2024-03-10 12:37:37,0,0,45.0,curve_y
2024-03-10 12:37:38,0,0,60.0,curve_y
2024-03-10 12:37:39,-1,0,62.0,curve_y
2024-03-10 12:37:40,0,1,86.0,curve_y
2024-03-10 12:37:41,0,0,64.0,curve_y
2024-03-10 12:37:42,0,0,67.0,curve_y
2024-03-10 12:37:43,0,0,69.0,curve_y
2024-03-10 12:37:44,0,0,72.0,curve_y
2024-03-10 12:37:45,0,0,74.0,curve_y
2024-03-10 12:37:46,0,0,77.0,curve_y
2024-03-10 12:37:47,0,0,83.0,curve_y
2024-03-10 12:37:48,0,-1,66.0,curve_y
2024-03-10 12:37:49,0,0,83.0,curve_y
2024-03-10 12:37:50,0,0,83.0,curve_y
2024-03-10 12:37:51,0,0,84.0,curve_y
2024-03-10 12:37:52,0,0,81.0,curve_y
2024-03-10 12:37:53,0,0,84.0,curve_y
2024-03-10 12:37:54,0,0,77.0,curve_y
2024-03-10 12:37:55,0,0,78.0,curve_y
2024-03-10 12:37:56,0,0,76.0,curve_y
2024-03-10 12:37:57,0,-1,66.0,curve_y
2024-03-10 12:37:58,0,0,73.0,curve_y
2024-03-10 12:37:59,0,0,73.0,curve_y
2024-03-10 12:38:00,0,0,70.0,curve_y
2024-03-10 12:38:01,0,0,67.0,curve_y
2024-03-10 12:38:02,0,0,57.0,curve_y
2024-03-10 12:38:03,0,-1,44.0,curve_y
2024-03-10 12:38:04,0,0,59.0,curve_y
2024-03-10 12:38:05,0,0,60.0,curve_y
2024-03-10 12:38:06,0,0,57.0,curve_y
2024-03-10 12:38:07,0,0,42.0,curve_y
2024-03-10 12:38:08,0,0,47.0,curve_y
2024-03-10 12:38:09,0,0,49.0,curve_y
2024-03-10 12:38:10,0,0,46.0,curve_y
2024-03-10 12:38:11,0,0,50.0,curve_y
2024-03-10 12:38:12,0,0,51.0,curve_y
2024-03-10 12:38:13,0,0,48.0,curve_y
2024-03-10 12:38:14,0,0,43.0,curve_y
2024-03-10 12:38:15,1,0,58.0,curve_y
2024-03-10 12:38:16,0,0,70.0,curve_y
2024-03-10 12:38:17,0,0,80.0,curve_y
2024-03-10 12:38:18,0,0,101.0,curve_y
2024-03-10 12:38:19,0,0,99.0,curve_y
2024-03-10 12:38:20,0,-1,96.0,curve_y
2024-03-10 12:38:21,0,0,122.0,curve_y
2024-03-10 12:38:22,0,0,131.0,curve_y
2024-03-10 12:38:23,0,0,135.0,curve_y
2024-03-10 12:38:24,0,2,167.0,curve_y
2024-03-10 12:38:25,0,-1,123.0,curve_y
2024-03-10 12:38:26,0,-2,108.0,curve_y
2024-03-10 12:38:27,0,0,136.0,curve_y
2024-03-10 12:38:28,0,0,123.0,curve_y
2024-03-10 12:38:29,0,0,133.0,curve_y
2024-03-10 12:38:30,0,0,116.0,curve_y
2024-03-10 12:38:31,0,0,109.0,curve_y
2024-03-10 12:38:32,0,1,126.0,curve_y
2024-03-10 12:38:33,0,0,87.0,curve_y
2024-03-10 12:38:34,0,0,79.0,curve_y
2024-03-10 12:38:35,1,0,72.0,curve_y
2024-03-10 12:38:36,0,0,66.0,curve_y
2024-03-10 12:38:37,0,0,57.0,curve_y
2024-03-10 12:38:38,0,0,53.0,curve_y
2024-03-10 12:38:39,0,0,48.0,curve_y
2024-03-10 12:38:40,0,0,40.0,curve_y
2024-03-10 12:38:41,0,0,37.0,curve_y
2024-03-10 12:38:42,0,0,39.0,curve_y
2024-03-10 12:38:43,0,-1,10.0,curve_y
2024-03-10 12:38:44,0,0,34.0,curve_y
2024-03-10 12:38:45,0,0,36.0,curve_y
2024-03-10 12:38:46,0,0,35.0,curve_y
2024-03-10 12:38:47,0,0,42.0,curve_y
2024-03-10 12:38:48,1,1,69.0,curve_y
2024-03-10 12:38:49,0,0,61.0,curve_y
2024-03-10 12:38:50,0,0,82.0,curve_y
2024-03-10 12:38:51,0,-2,51.0,curve_y
2024-03-10 12:38:52,0,-1,88.0,curve_y
2024-03-10 12:38:53,0,0,118.0,curve_y
